file_path,source_folder,expected_label,predicted_label,predicted_label_ko,is_correct,confidence,confidence_level,classification_margin,is_borderline,second_candidate,second_score,error_code,message,ratio_face_height_px,ratio_face_width_px,ratio_face_length_width_ratio,ratio_forehead_width_px,ratio_cheekbone_width_px,ratio_jaw_width_px,ratio_forehead_to_cheekbone_ratio,ratio_jaw_to_cheekbone_ratio,ratio_jaw_angle_width_px,ratio_jaw_angle_width_to_cheekbone_ratio,ratio_chin_to_jaw_depth_px,ratio_chin_to_jaw_depth_to_face_height_ratio,ratio_lower_face_height_px,ratio_lower_face_height_to_face_height_ratio,ratio_eye_outer_width_px,ratio_eye_inner_distance_px,ratio_eye_outer_width_to_face_width_ratio,ratio_eye_inner_distance_to_face_width_ratio,ratio_lower_jaw_width_px,ratio_lower_jaw_width_to_cheekbone_ratio,ratio_jaw_taper_ratio,ratio_forehead_to_jaw_ratio,ratio_forehead_to_lower_jaw_ratio,ratio_jaw_to_face_width_ratio,ratio_lower_jaw_to_face_width_ratio,ratio_chin_sharpness_ratio,ratio_nose_length_px,ratio_nose_length_to_face_height_ratio,ratio_mouth_width_px,ratio_mouth_height_px,ratio_mouth_width_to_face_width_ratio,ratio_nose_center_offset_x_px,ratio_midface_height_ratio,ratio_philtrum_to_chin_ratio,ratio_temple_to_cheekbone_ratio,ratio_gonial_angle_proxy,ratio_jawline_curvature_index,ratio_cheekbone_peak_y_ratio,ratio_jaw_slope_angle,ratio_intercanthal_to_face_width,ratio_facial_asymmetry_index,score_round,score_oval,score_long,score_square,score_heart,quality_quality_score,quality_quality_status,quality_is_acceptable,quality_frontal_score,quality_eye_level_score,quality_face_center_offset_x_ratio,quality_eye_level_diff_to_face_width_ratio
sampleimg/Oblong/oblong (112).jpg,Oblong,long,long,긴형,True,0.704,high,0.505,False,oval,0.1991,,,474.18,386.22,1.2277,276.18,386.22,299.2,0.7151,0.7747,299.2,0.7747,118.5,0.2499,182.0,0.3838,237.61,85.29,0.6152,0.2208,207.15,0.5364,0.6924,0.9231,1.3332,0.7747,0.5364,0.572,143.09,0.3018,153.12,1.41,0.3965,1.0,0.3249,0.3053,0.8523,142.86,0.1255,0.3606,140.04,0.2208,0.0207,0.0057,0.1991,0.704,0.0006,0.0906,0.767,good,True,0.9783,0.45,0.0026,0.044
sampleimg/Oblong/oblong (851).jpg,Oblong,long,long,긴형,True,0.4584,high,0.2176,False,heart,0.2408,,,415.39,335.38,1.2386,253.33,335.38,272.26,0.7554,0.8118,272.26,0.8118,102.0,0.2456,166.0,0.3996,224.22,84.15,0.6686,0.2509,192.09,0.5728,0.7055,0.9305,1.3188,0.8118,0.5728,0.531,122.07,0.2939,149.16,0.0,0.4448,10.5,0.3133,0.2364,0.8926,138.8,0.1268,0.4068,143.97,0.2509,0.0865,0.013,0.0677,0.4584,0.2201,0.2408,0.6945,warning,True,0.7392,0.6275,0.0313,0.0298
sampleimg/Oblong/oblong (937).jpg,Oblong,long,long,긴형,True,0.6094,high,0.3621,False,oval,0.2472,,,364.01,293.21,1.2415,208.15,293.21,235.14,0.7099,0.8019,235.14,0.8019,88.0,0.2418,154.0,0.4231,195.06,73.01,0.6653,0.249,163.08,0.5562,0.6935,0.8852,1.2764,0.8019,0.5562,0.5396,100.0,0.2747,138.03,16.0,0.4708,4.5,0.2967,0.1587,0.8396,137.56,0.1295,0.4093,144.09,0.249,0.0307,0.0032,0.2472,0.6094,0.0099,0.1303,0.838,good,True,0.8725,0.7863,0.0153,0.0171
sampleimg/Oblong/oblong (475).jpg,Oblong,long,heart,하트형,False,0.6099,high,0.3661,False,long,0.2438,,,263.01,217.0,1.212,169.0,217.0,165.01,0.7788,0.7604,165.01,0.7604,69.0,0.2623,90.0,0.3422,147.0,55.01,0.6774,0.2535,113.0,0.5208,0.6848,1.0242,1.4955,0.7604,0.5208,0.6106,83.15,0.3162,84.0,0.0,0.3871,23.5,0.3347,0.2683,0.9171,142.29,0.1185,0.3612,144.41,0.2535,0.1705,0.0028,0.1414,0.2438,0.0021,0.6099,0.4355,warning,True,0.0975,0.9425,0.1083,0.0046
sampleimg/Oblong/oblong (969).jpg,Oblong,long,long,긴형,True,0.8975,high,0.823,False,heart,0.0744,,,322.3,263.71,1.2222,192.38,263.71,218.22,0.7295,0.8275,218.22,0.8275,96.5,0.2994,119.0,0.3692,185.87,69.01,0.7048,0.2617,152.84,0.5796,0.7004,0.8816,1.2587,0.8275,0.5796,0.6314,100.6,0.3121,123.26,11.05,0.4674,1.0,0.3252,0.1749,0.8518,140.15,0.1667,0.2699,133.08,0.2617,0.0758,0.0002,0.0233,0.8975,0.0046,0.0744,0.6395,warning,True,0.9683,0.1462,0.0038,0.0683
sampleimg/Oblong/oblong (571).jpg,Oblong,long,long,긴형,True,0.9931,high,0.9891,False,heart,0.004,,,321.26,243.1,1.3215,166.19,243.1,200.0,0.6836,0.8227,200.0,0.8227,80.5,0.2506,145.0,0.4513,148.03,59.01,0.6089,0.2427,143.0,0.5882,0.715,0.831,1.1622,0.8227,0.5882,0.5629,88.05,0.2741,94.09,30.02,0.387,25.5,0.3051,0.1255,0.8196,134.87,0.1579,0.3642,144.37,0.2427,0.1851,0.0,0.0029,0.9931,0.0001,0.004,0.414,warning,True,0.1258,0.8462,0.1049,0.0123
sampleimg/Oblong/oblong (463).jpg,Oblong,long,long,긴형,True,0.688,high,0.4676,False,oval,0.2204,,,373.54,296.29,1.2607,207.24,296.29,230.18,0.6995,0.7769,230.18,0.7769,86.5,0.2316,159.0,0.4257,191.13,72.06,0.6451,0.2432,159.08,0.5369,0.6911,0.9004,1.3028,0.7769,0.5369,0.5438,105.08,0.2813,133.14,23.02,0.4493,2.0,0.3108,0.163,0.8346,139.19,0.1353,0.3882,141.16,0.2432,0.0405,0.0014,0.2204,0.688,0.0002,0.09,0.848,good,True,0.9433,0.705,0.0068,0.0236
sampleimg/Oblong/oblong (746).jpg,Oblong,long,long,긴형,True,0.5591,high,0.2674,False,heart,0.2917,,,227.11,184.07,1.2338,132.09,184.07,148.0,0.7176,0.8041,148.0,0.8041,56.5,0.2488,97.0,0.4271,116.02,45.0,0.6303,0.2445,103.0,0.5596,0.6959,0.8925,1.2825,0.8041,0.5596,0.5485,63.03,0.2775,89.0,13.04,0.4835,16.0,0.2994,0.136,0.8534,142.84,0.1214,0.3963,139.69,0.2445,0.1521,0.0059,0.1382,0.5591,0.005,0.2917,0.511,warning,True,0.2758,0.8638,0.0869,0.0109
sampleimg/Oblong/oblong (860).jpg,Oblong,long,heart,하트형,False,0.6483,high,0.3539,False,long,0.2943,,,469.43,381.02,1.232,288.21,381.02,298.14,0.7564,0.7825,298.14,0.7825,119.5,0.2546,198.0,0.4218,247.05,86.01,0.6484,0.2257,211.34,0.5547,0.7089,0.9667,1.3637,0.7825,0.5547,0.5654,131.64,0.2804,180.02,38.12,0.4725,79.5,0.3004,0.1407,0.898,151.02,0.1093,0.3941,131.32,0.2257,0.3491,0.0023,0.0543,0.2943,0.0008,0.6483,0.3345,low,False,0.0,0.8362,0.2086,0.0131
sampleimg/Oblong/oblong (376).jpg,Oblong,long,long,긴형,True,0.9485,high,0.9164,False,heart,0.0321,,,176.34,133.3,1.3229,98.33,133.3,102.24,0.7376,0.767,102.24,0.767,41.5,0.2353,71.0,0.4026,86.15,33.02,0.6462,0.2477,71.11,0.5335,0.6955,0.9617,1.3827,0.767,0.5335,0.5836,52.0,0.2949,52.04,0.0,0.3904,8.5,0.329,0.2985,0.8734,140.95,0.1416,0.3686,140.19,0.2477,0.1275,0.0,0.0194,0.9485,0.0,0.0321,0.4935,warning,True,0.4683,0.5312,0.0638,0.0375
sampleimg/Oblong/oblong (690).jpg,Oblong,long,heart,하트형,False,0.4144,low,0.035,True,long,0.3794,,,925.12,758.84,1.2191,581.31,758.84,584.26,0.7661,0.7699,584.26,0.7699,230.5,0.2492,351.0,0.3794,512.09,191.66,0.6748,0.2526,414.41,0.5461,0.7093,0.995,1.4028,0.7699,0.5461,0.5562,273.72,0.2959,298.96,1.41,0.394,21.0,0.3213,0.3151,0.8974,143.43,0.1523,0.3005,131.82,0.2526,0.0633,0.0028,0.1972,0.3794,0.0062,0.4144,0.4615,warning,True,0.7692,0.0,0.0277,0.1397
sampleimg/Oblong/oblong (582).jpg,Oblong,long,long,긴형,True,0.9263,high,0.878,False,heart,0.0483,,,168.0,129.02,1.3022,94.0,129.02,103.08,0.7286,0.799,103.08,0.799,40.0,0.2381,68.0,0.4048,82.01,30.02,0.6356,0.2327,71.06,0.5508,0.6894,0.9119,1.3228,0.799,0.5508,0.5629,49.09,0.2922,60.03,7.07,0.4653,15.5,0.3155,0.1642,0.8681,135.74,0.1388,0.3988,147.65,0.2327,0.1938,0.0001,0.0243,0.9263,0.0009,0.0483,0.361,low,False,0.0,0.9025,0.1201,0.0078
sampleimg/Oblong/oblong (25).jpg,Oblong,long,long,긴형,True,0.5508,high,0.3259,False,heart,0.2249,,,138.09,112.02,1.2328,78.01,112.02,89.02,0.6964,0.7947,89.02,0.7947,32.0,0.2317,62.0,0.449,70.01,28.0,0.625,0.25,63.01,0.5625,0.7078,0.8763,1.238,0.7947,0.5625,0.5079,37.01,0.268,43.01,0.0,0.384,1.0,0.3042,0.2399,0.8392,137.51,0.1381,0.391,142.5,0.25,0.0,0.0113,0.2085,0.5508,0.0045,0.2249,0.911,good,True,0.9258,0.8888,0.0089,0.0089
sampleimg/Oblong/oblong (586).jpg,Oblong,long,long,긴형,True,0.9758,high,0.9583,False,oval,0.0175,,,157.32,122.02,1.2893,86.09,122.02,94.05,0.7056,0.7708,94.05,0.7708,39.5,0.2511,61.0,0.3877,76.06,29.0,0.6234,0.2377,66.07,0.5415,0.7025,0.9154,1.3031,0.7708,0.5415,0.5979,47.1,0.2994,42.05,0.0,0.3446,23.0,0.3242,0.2464,0.8445,137.29,0.1431,0.3623,146.31,0.2377,0.3278,0.0,0.0175,0.9758,0.0,0.0067,0.277,low,False,0.0,0.6925,0.1885,0.0246
sampleimg/Oblong/oblong (364).jpg,Oblong,long,long,긴형,True,0.7191,high,0.4992,False,oval,0.2198,,,504.36,394.06,1.2799,283.11,394.06,309.0,0.7184,0.7841,309.0,0.7841,107.0,0.2122,202.0,0.4005,243.03,99.01,0.6167,0.2512,211.01,0.5355,0.6829,0.9162,1.3417,0.7841,0.5355,0.5071,146.01,0.2895,135.18,0.0,0.343,30.0,0.3232,0.3302,0.8555,133.96,0.1428,0.4065,147.81,0.2512,0.1421,0.0064,0.2198,0.7191,0.0059,0.0488,0.5685,warning,True,0.3658,0.8725,0.0761,0.0102
sampleimg/Oblong/oblong (986).jpg,Oblong,long,heart,하트형,False,0.6072,high,0.3281,False,long,0.2791,,,322.04,265.01,1.2152,198.0,265.01,211.0,0.7471,0.7962,211.0,0.7962,85.0,0.2639,133.0,0.413,177.0,66.0,0.6679,0.249,149.0,0.5623,0.7062,0.9384,1.3288,0.7962,0.5623,0.5705,92.0,0.2857,127.0,24.02,0.4792,4.5,0.3043,0.1878,0.8792,140.52,0.1262,0.3726,141.54,0.249,0.034,0.002,0.1032,0.2791,0.0086,0.6072,0.915,good,True,0.8583,1.0,0.017,0.0
sampleimg/Oblong/oblong (607).jpg,Oblong,long,long,긴형,True,0.5759,high,0.167,False,heart,0.4089,,,287.04,223.29,1.2855,177.77,223.29,168.3,0.7961,0.7537,168.3,0.7537,74.0,0.2578,107.0,0.3728,158.27,52.35,0.7088,0.2344,119.1,0.5334,0.7077,1.0563,1.4925,0.7537,0.5334,0.6213,85.01,0.2961,85.29,1.0,0.382,54.0,0.3252,0.2918,0.9405,138.07,0.1479,0.3205,143.04,0.2344,0.4747,0.0,0.0151,0.5759,0.0001,0.4089,0.0,low,False,0.0,0.0,0.2418,0.0896
sampleimg/Oblong/oblong (300).jpg,Oblong,long,long,긴형,True,0.9235,high,0.8847,False,oval,0.0389,,,582.09,443.02,1.3139,308.06,443.02,355.17,0.6954,0.8017,355.17,0.8017,122.5,0.2105,267.0,0.4587,282.0,105.0,0.6365,0.237,247.34,0.5583,0.6964,0.8674,1.2455,0.8017,0.5583,0.4953,150.85,0.2592,185.1,23.0,0.4178,65.5,0.2959,0.2416,0.842,134.73,0.135,0.4261,151.22,0.237,0.2235,0.0005,0.0389,0.9235,0.0013,0.0358,0.3885,low,False,0.0,0.9712,0.1478,0.0023
sampleimg/Oblong/oblong (64).jpg,Oblong,long,long,긴형,True,0.3441,medium,0.0569,False,heart,0.2872,,,291.01,236.0,1.2331,166.08,236.0,193.09,0.7037,0.8182,193.09,0.8182,65.0,0.2234,128.0,0.4399,151.01,55.0,0.6399,0.233,131.19,0.5559,0.6794,0.8601,1.2659,0.8182,0.5559,0.4955,76.53,0.263,118.0,12.04,0.5,42.0,0.2888,0.218,0.8435,140.87,0.1341,0.4124,137.42,0.233,0.2797,0.0488,0.2694,0.3441,0.0505,0.2872,0.3575,low,False,0.0,0.8938,0.178,0.0085
sampleimg/Oblong/oblong (570).jpg,Oblong,long,long,긴형,True,0.866,high,0.7841,False,oval,0.0819,,,59.03,46.0,1.2833,34.01,46.0,36.0,0.7395,0.7826,36.0,0.7826,14.0,0.2372,23.0,0.3896,29.0,11.0,0.6304,0.2391,25.02,0.5439,0.695,0.9449,1.3595,0.7826,0.5439,0.5596,18.03,0.3054,16.03,0.0,0.3485,6.0,0.3218,0.2921,0.8698,136.49,0.1376,0.3896,146.31,0.2391,0.2174,0.0004,0.0819,0.866,0.0015,0.0502,0.4,warning,True,0.0,1.0,0.1304,0.0
sampleimg/Oblong/oblong (132).jpg,Oblong,long,long,긴형,True,0.7994,high,0.6961,False,heart,0.1033,,,291.11,232.03,1.2546,163.01,232.03,189.07,0.7025,0.8148,189.07,0.8148,67.5,0.2319,141.0,0.4844,146.0,59.01,0.6292,0.2543,140.06,0.6036,0.7408,0.8622,1.1639,0.8148,0.6036,0.4819,76.11,0.2614,96.05,22.02,0.4139,11.0,0.2992,0.1827,0.8362,136.55,0.1305,0.4122,147.24,0.2543,0.0603,0.0046,0.0727,0.7994,0.0199,0.1033,0.763,good,True,0.605,1.0,0.0474,0.0
sampleimg/Oblong/oblong (849).jpg,Oblong,long,long,긴형,True,0.6382,high,0.4478,False,oval,0.1904,,,354.01,283.02,1.2509,202.0,283.02,229.08,0.7137,0.8094,229.08,0.8094,83.0,0.2345,154.0,0.435,186.04,72.01,0.6574,0.2544,159.08,0.5621,0.6944,0.8818,1.2698,0.8094,0.5621,0.5218,95.08,0.2686,150.03,22.0,0.5301,18.5,0.2938,0.2406,0.8445,140.92,0.1282,0.4011,139.86,0.2544,0.1025,0.0061,0.1904,0.6382,0.0132,0.152,0.6025,warning,True,0.455,0.8237,0.0654,0.0141
sampleimg/Oblong/oblong (454).jpg,Oblong,long,heart,하트형,False,0.5697,high,0.2944,False,oval,0.2754,,,531.16,453.05,1.1724,331.1,453.05,354.04,0.7308,0.7814,354.04,0.7814,120.5,0.2269,240.0,0.4518,284.0,115.11,0.6269,0.2541,254.03,0.5607,0.7175,0.9352,1.3034,0.7814,0.5607,0.4744,138.01,0.2598,175.05,0.0,0.3864,8.5,0.2956,0.2439,0.872,137.1,0.1219,0.4067,146.09,0.2541,0.0464,0.0678,0.2754,0.0314,0.0557,0.5697,0.895,good,True,0.8433,0.9725,0.0188,0.0022
sampleimg/Oblong/oblong (399).jpg,Oblong,long,long,긴형,True,0.6244,high,0.3257,False,oval,0.2987,,,99.05,80.1,1.2365,55.08,80.1,64.03,0.6877,0.7994,64.03,0.7994,23.0,0.2322,42.0,0.424,51.04,20.02,0.6372,0.25,44.05,0.5499,0.6879,0.8602,1.2506,0.7994,0.5499,0.5222,27.0,0.2726,33.02,3.0,0.4122,1.0,0.2928,0.2117,0.8243,138.54,0.1255,0.414,145.49,0.25,0.025,0.0079,0.2987,0.6244,0.0094,0.0596,0.8125,good,True,0.8958,0.6875,0.0125,0.025
sampleimg/Oblong/oblong (982).jpg,Oblong,long,long,긴형,True,0.9695,high,0.952,False,oval,0.0175,,,449.16,340.21,1.3202,233.14,340.21,282.21,0.6853,0.8295,282.21,0.8295,94.5,0.2104,211.0,0.4698,216.28,88.02,0.6357,0.2587,202.2,0.5943,0.7165,0.8261,1.153,0.8295,0.5943,0.4674,116.11,0.2585,149.0,37.01,0.438,11.0,0.2962,0.1618,0.8206,133.58,0.1565,0.4097,143.67,0.2587,0.0353,0.0004,0.0175,0.9695,0.0078,0.0048,0.677,warning,True,0.7308,0.5962,0.0323,0.0323
sampleimg/Oblong/oblong (427).jpg,Oblong,long,long,긴형,True,0.4821,low,0.0217,True,heart,0.4604,,,193.62,154.94,1.2497,114.13,154.94,119.34,0.7366,0.7703,119.34,0.7703,49.5,0.2557,80.0,0.4132,101.6,35.13,0.6557,0.2267,83.15,0.5367,0.6968,0.9563,1.3725,0.7703,0.5367,0.5953,55.0,0.2841,75.43,13.15,0.4868,26.0,0.3106,0.1539,0.879,140.07,0.1362,0.3357,141.55,0.2267,0.3356,0.0001,0.0574,0.4821,0.0001,0.4604,0.045,low,False,0.0,0.1125,0.1678,0.071
sampleimg/Oblong/oblong (180).jpg,Oblong,long,long,긴형,True,0.5549,high,0.184,False,oval,0.3709,,,184.7,147.23,1.2545,104.94,147.23,113.64,0.7127,0.7718,113.64,0.7718,40.0,0.2166,69.0,0.3736,94.2,38.33,0.6398,0.2603,76.42,0.519,0.6725,0.9235,1.3732,0.7718,0.519,0.5234,58.22,0.3152,53.04,0.0,0.3602,8.0,0.3432,0.3127,0.8501,136.81,0.1506,0.3519,141.1,0.2603,0.1766,0.0267,0.3709,0.5549,0.0013,0.0462,0.3285,low,False,0.5475,0.0,0.0543,0.1019
sampleimg/Oblong/oblong (162).jpg,Oblong,long,long,긴형,True,0.4759,medium,0.1306,False,oval,0.3453,,,214.39,172.42,1.2435,125.32,172.42,136.3,0.7269,0.7905,136.3,0.7905,46.5,0.2169,87.0,0.4058,109.29,38.01,0.6339,0.2205,95.19,0.5521,0.6984,0.9195,1.3166,0.7905,0.5521,0.4885,61.03,0.2847,65.12,10.05,0.3777,3.0,0.3128,0.2459,0.8603,136.56,0.1432,0.3778,143.13,0.2205,0.058,0.0262,0.3453,0.4759,0.079,0.0737,0.681,warning,True,0.855,0.42,0.0174,0.0464
sampleimg/Oblong/oblong (741).jpg,Oblong,long,long,긴형,True,0.8179,high,0.7257,False,oval,0.0922,,,184.01,149.01,1.2349,106.0,149.01,118.21,0.7114,0.7933,118.21,0.7933,48.5,0.2636,70.0,0.3804,95.0,35.01,0.6375,0.235,81.22,0.5451,0.6871,0.8968,1.3051,0.7933,0.5451,0.5971,56.32,0.3061,61.07,0.0,0.4099,28.5,0.3262,0.2407,0.8457,136.83,0.1351,0.3641,148.7,0.235,0.302,0.0011,0.0922,0.8179,0.0011,0.0877,0.4,warning,True,0.0,1.0,0.1913,0.0
sampleimg/Oblong/oblong (778).jpg,Oblong,long,long,긴형,True,0.4836,high,0.1975,False,oval,0.2861,,,239.31,194.37,1.2312,140.91,194.37,154.43,0.725,0.7946,154.43,0.7946,54.5,0.2277,100.0,0.4179,123.91,45.71,0.6375,0.2352,108.05,0.5559,0.6996,0.9124,1.3042,0.7946,0.5559,0.5044,66.75,0.2789,80.75,8.06,0.4155,12.5,0.3074,0.1523,0.8596,142.13,0.1438,0.3552,135.0,0.2352,0.0257,0.0249,0.2861,0.4836,0.0231,0.1824,0.2925,low,False,0.4642,0.035,0.0643,0.0772
sampleimg/Oblong/oblong (668).jpg,Oblong,long,long,긴형,True,0.4172,medium,0.1065,False,oval,0.3107,,,104.81,83.73,1.2518,57.56,83.73,66.61,0.6875,0.7956,66.61,0.7956,20.5,0.1956,45.0,0.4294,51.48,20.4,0.6148,0.2436,46.39,0.5541,0.6964,0.8641,1.2408,0.7956,0.5541,0.4419,28.16,0.2687,28.28,5.1,0.3378,0.5,0.2982,0.2328,0.8311,134.09,0.1205,0.4771,154.8,0.2436,0.0836,0.0783,0.3107,0.4172,0.1802,0.0136,0.57,warning,True,0.95,0.0,0.006,0.0836
sampleimg/Oblong/oblong (505).jpg,Oblong,long,long,긴형,True,0.7522,high,0.5954,False,heart,0.1568,,,757.0,602.2,1.2571,443.95,602.2,468.78,0.7372,0.7784,468.78,0.7784,189.5,0.2503,306.0,0.4042,382.1,141.15,0.6345,0.2344,329.49,0.5471,0.7029,0.947,1.3474,0.7784,0.5471,0.5751,217.23,0.287,255.1,48.01,0.4236,6.5,0.3083,0.1567,0.872,141.57,0.1374,0.358,138.32,0.2344,0.0548,0.0003,0.0901,0.7522,0.0006,0.1568,0.705,good,True,0.91,0.3975,0.0108,0.0482
sampleimg/Oblong/oblong (744).jpg,Oblong,long,long,긴형,True,0.9252,high,0.8821,False,oval,0.0431,,,1514.0,1153.01,1.3131,829.02,1153.01,930.08,0.719,0.8067,930.08,0.8067,308.0,0.2034,647.0,0.4273,732.15,305.04,0.635,0.2646,658.22,0.5709,0.7077,0.8913,1.2595,0.8067,0.5709,0.4679,428.26,0.2829,417.0,1.41,0.3617,83.5,0.3184,0.2912,0.8552,135.23,0.1475,0.43,143.67,0.2646,0.1188,0.0035,0.0431,0.9252,0.0185,0.0096,0.573,warning,True,0.3967,0.8375,0.0724,0.013
sampleimg/Oblong/oblong (600).jpg,Oblong,long,oval,계란형 또는 일반형,False,0.4892,high,0.1822,False,long,0.307,,,45.89,38.83,1.1818,26.48,38.83,30.41,0.6818,0.7832,30.41,0.7832,10.5,0.2288,19.0,0.414,25.5,10.2,0.6565,0.2626,21.21,0.5463,0.6975,0.8705,1.2481,0.7832,0.5463,0.495,12.04,0.2624,13.34,2.24,0.3436,1.0,0.2866,0.3822,0.8384,136.06,0.1715,0.3051,137.12,0.2626,0.103,0.0172,0.4892,0.307,0.0622,0.1244,0.471,warning,True,0.785,0.0,0.0258,0.1288
sampleimg/Oblong/oblong (177).jpg,Oblong,long,long,긴형,True,0.5377,high,0.3413,False,heart,0.1964,,,191.26,152.4,1.255,112.16,152.4,121.41,0.736,0.7967,121.41,0.7967,43.0,0.2248,79.0,0.413,98.25,38.05,0.6447,0.2497,84.38,0.5537,0.695,0.9238,1.3292,0.7967,0.5537,0.5096,54.45,0.2847,69.12,9.06,0.4535,20.0,0.3096,0.1746,0.8739,135.18,0.1239,0.4392,152.5,0.2497,0.1706,0.0119,0.1811,0.5377,0.073,0.1964,0.1705,low,False,0.0,0.4263,0.1312,0.0459
sampleimg/Oblong/oblong (740).jpg,Oblong,long,oval,계란형 또는 일반형,False,0.4549,high,0.2272,False,round,0.2277,,,207.0,174.0,1.1897,118.0,174.0,140.0,0.6782,0.8046,140.0,0.8046,43.5,0.2101,89.0,0.4299,108.0,39.01,0.6207,0.2242,95.01,0.546,0.6786,0.8428,1.242,0.8046,0.546,0.4579,54.04,0.261,73.03,8.0,0.4197,6.0,0.29,0.183,0.8219,133.84,0.1303,0.4155,149.15,0.2242,0.046,0.2277,0.4549,0.0631,0.2051,0.0492,0.799,good,True,0.7125,0.9287,0.0345,0.0057
sampleimg/Oblong/oblong (775).jpg,Oblong,long,heart,하트형,False,0.6917,high,0.4039,False,long,0.2878,,,194.44,157.46,1.2348,126.32,157.46,120.34,0.8023,0.7642,120.34,0.7642,55.5,0.2854,72.0,0.3703,108.23,39.05,0.6873,0.248,86.21,0.5475,0.7164,1.0497,1.4653,0.7642,0.5475,0.6438,59.14,0.3041,64.2,1.0,0.4077,4.5,0.3195,0.2772,0.9362,146.74,0.1091,0.3754,141.45,0.248,0.0064,0.0,0.0202,0.2878,0.0003,0.6917,0.6345,warning,True,0.7617,0.4438,0.0286,0.0445
sampleimg/Oblong/oblong (2).jpg,Oblong,long,oval,계란형 또는 일반형,False,0.5102,high,0.23,False,round,0.2801,,,220.06,179.0,1.2293,126.02,179.0,139.0,0.704,0.7765,139.0,0.7765,44.5,0.2022,82.0,0.3726,111.0,42.05,0.6201,0.2349,93.01,0.5196,0.6691,0.9066,1.3549,0.7765,0.5196,0.4785,68.0,0.309,69.03,1.0,0.3856,7.5,0.3363,0.2459,0.8436,134.32,0.1349,0.4135,148.92,0.2349,0.0838,0.2801,0.5102,0.1684,0.024,0.0173,0.7905,good,True,0.6508,1.0,0.0419,0.0
sampleimg/Oblong/oblong (3).jpg,Oblong,long,long,긴형,True,0.6201,high,0.4212,False,heart,0.1989,,,438.01,352.02,1.2443,251.1,352.02,282.0,0.7133,0.8011,282.0,0.8011,104.5,0.2386,186.0,0.4246,224.02,81.06,0.6364,0.2303,195.01,0.554,0.6915,0.8904,1.2876,0.8011,0.554,0.5359,119.04,0.2718,162.0,22.02,0.4602,25.0,0.2945,0.2165,0.8524,140.0,0.1306,0.3995,140.69,0.2303,0.125,0.004,0.1685,0.6201,0.0084,0.1989,0.6025,warning,True,0.4083,0.8938,0.071,0.0085
sampleimg/Oblong/oblong (577).jpg,Oblong,long,long,긴형,True,0.9428,high,0.897,False,oval,0.0457,,,255.13,195.16,1.3072,135.24,195.16,152.05,0.6929,0.7791,152.05,0.7791,56.0,0.2195,111.0,0.4351,121.1,44.05,0.6205,0.2257,106.0,0.5432,0.6972,0.8894,1.2758,0.7791,0.5432,0.5283,69.0,0.2705,94.05,24.02,0.4819,14.5,0.298,0.1849,0.8365,141.18,0.1237,0.4351,141.95,0.2257,0.1486,0.0002,0.0457,0.9428,0.0001,0.0112,0.5005,warning,True,0.3808,0.68,0.0743,0.0256
sampleimg/Oblong/oblong (251).jpg,Oblong,long,long,긴형,True,0.4679,medium,0.1431,False,heart,0.3248,,,104.0,83.01,1.253,63.0,83.01,65.01,0.759,0.7832,65.01,0.7832,23.5,0.226,41.0,0.3942,55.04,20.02,0.663,0.2412,45.04,0.5427,0.6929,0.9691,1.3986,0.7832,0.5427,0.5217,30.0,0.2884,31.0,1.0,0.3735,5.5,0.3077,0.2599,0.9035,140.55,0.1292,0.4038,141.34,0.2412,0.1325,0.0087,0.1568,0.4679,0.0417,0.3248,0.548,warning,True,0.4475,0.6987,0.0663,0.0241
sampleimg/Oblong/oblong (863).jpg,Oblong,long,long,긴형,True,0.5036,high,0.1991,False,heart,0.3045,,,525.0,421.1,1.2468,332.05,421.1,316.19,0.7885,0.7509,316.19,0.7509,125.5,0.239,192.0,0.3657,298.14,109.07,0.708,0.259,222.23,0.5277,0.7028,1.0502,1.4942,0.7509,0.5277,0.5647,161.05,0.3068,156.01,1.0,0.3705,13.5,0.3295,0.2865,0.9216,145.45,0.116,0.3848,139.43,0.259,0.0451,0.0029,0.1872,0.5036,0.0019,0.3045,0.7325,good,True,0.7325,0.7325,0.0321,0.0214
sampleimg/Oblong/oblong (412).jpg,Oblong,long,long,긴형,True,0.9366,high,0.8911,False,heart,0.0455,,,206.78,158.38,1.3056,115.52,158.38,127.14,0.7294,0.8028,127.14,0.8028,51.0,0.2466,87.0,0.4207,105.3,39.2,0.6649,0.2475,89.05,0.5623,0.7004,0.9086,1.2973,0.8028,0.5623,0.5727,58.01,0.2805,68.12,1.0,0.4301,21.0,0.305,0.2351,0.862,136.45,0.1493,0.3627,143.13,0.2475,0.2526,0.0,0.0175,0.9366,0.0004,0.0455,0.1475,low,False,0.0,0.3688,0.1326,0.0505
sampleimg/Oblong/oblong (618).jpg,Oblong,long,long,긴형,True,0.562,high,0.2244,False,oval,0.3376,,,253.24,206.16,1.2284,149.16,206.16,160.08,0.7236,0.7765,160.08,0.7765,59.5,0.235,92.0,0.3633,130.02,46.01,0.6307,0.2232,109.04,0.5289,0.6812,0.9318,1.368,0.7765,0.5289,0.5457,78.01,0.308,73.11,0.0,0.3546,8.0,0.3318,0.2868,0.8595,141.11,0.1228,0.3949,143.49,0.2232,0.0873,0.0378,0.3376,0.562,0.0064,0.0562,0.7575,good,True,0.6767,0.8788,0.0388,0.0097
